#rank	DIAMOnD_node	assortativity
1	KLF5	0.22916666666666763
2	NCOR1	0.21317829457364323
3	OR5AC2	0.1388518024032062
4	JUN	0.09809016499935108
5	RXRA	0.14120561519405378
6	HDAC1	0.16246415504795797
7	HIST1H4A	0.15969662818677455
8	EDF1	0.15974511096462185
9	SMARCA4	0.16108413083845236
10	NCOR2	0.16815176072262208
11	SP1	0.16901191849288846
12	PPARG	0.16674277470036616
13	PPARGC1A	0.16253402651357343
14	NR4A2	0.15993130627277033
15	BRD4	0.15798053555397767
16	MAPK1	0.14026781414374292
17	SMAD3	0.15079312109279006
18	NR3C1	0.1587653384533951
19	MYC	0.1534731872493014
20	PIRT	0.1484639758149459
21	PML	0.13927500966027193
22	KIAA1429	0.12263954920298617
23	CCDC144CP	0.11710717596250765
24	TRIM25	0.10867791795409504
25	SIN3A	0.10643485849324687
