#rank	DIAMOnD_node	assortativity
1	CXCL2	0.21772300469483577
2	XCL2	0.4043084608179824
3	CXCL3	0.5133734536944162
4	CXCL6	0.6228307754037516
5	HMGN1P30	0.6443127084105226
6	CXCL10	0.6567825494205866
7	CXCL17	0.6747484743526299
8	CSF2RA	0.6839538781937322
9	ZAN	0.6665186281766605
10	IL5	0.672619047619048
11	TRIL	0.6810294051017172
12	IL18BP	0.6882288228822884
13	EPHX3	0.6927634363097755
14	MC5R	0.7049757815940111
15	CWH43	0.6950553735766651
16	MC3R	0.6985537812594155
17	LTB	0.6858677260354594
18	IL2	0.6966555769567505
19	C4orf48	0.7019442842115974
20	DSEL	0.7069141409155235
21	CCL13	0.68399252053303
22	PPBP	0.6682810623511111
23	XCL1	0.6471025260029712
24	CXCL11	0.6312209273245636
25	CCL26	0.6526669346041217
