#rank	DIAMOnD_node	assortativity
1	HRH3	0.13333333333333194
2	WASF4P	0.1333333333333335
3	VWFP1	0.18528610354223418
4	AGPAT2	0.18181818181818185
5	GHSR	0.20547945205479462
6	GJA4	0.2761421319796964
7	WLS	0.3214509068167602
8	OPRD1	0.34718337994406684
9	GPRASP1	0.42206933051071743
10	ST3GAL6	0.4220795258088409
11	ANKRD35	0.4157303370786518
12	GLT8D2	0.40642458100558565
13	RPRM	0.40166238846106794
14	AUP1	0.43299389002036653
15	ATOH7	0.4269564525117423
16	GPR26	0.44453724090805496
17	SLC36A3	0.46056164284159357
18	LEMD2	0.4287454323995125
19	TMEM169	0.4008438818565398
20	CLEC2D	0.37704918032786827
21	ATP12A	0.35153583617747464
22	TPST2	0.33187123633930576
23	CHRNB2	0.34216867469879486
24	CHRNB3	0.3290083972473998
25	GP1BB	0.3182608695652176
