#rank	DIAMOnD_node	assortativity
1	CTSB	0.3249475890985319
2	WASF4P	0.3443949817887489
3	AGPAT2	0.29577464788732416
4	CFL2	0.31361426256077823
5	PRDX5	0.44619164619164575
6	DSTN	0.5428033866415801
7	CFL1	0.6336063539339786
8	HSPE1	0.672675364339541
9	LDHA	0.6823617339312401
10	SOD1	0.6727601288531538
11	HRH3	0.669589731435628
12	FAH	0.6677677329624483
13	GHSR	0.6606792029188884
14	CLIC6	0.6474358974358974
15	NME2	0.6373210544345047
16	WDR1	0.6290674880985726
17	LDHB	0.6253203966880043
18	NME1-NME2	0.6166074147622199
19	TKT	0.621190968054361
20	ENO3	0.6113453044301722
21	AKR1B1	0.6063653367785731
22	TPI1	0.6034123483926924
23	BIRC3	0.6123529162562623
24	PKM	0.6066720777552895
25	TPI1P2	0.6006304716008121
