#rank	DIAMOnD_node	assortativity
1	SP1	-0.19017632241814122
2	RB1	-0.148936170212768
3	VDR	-0.059554634904193444
4	FOS	-0.04815864022663132
5	HNF4A	-0.06585365853658037
6	NCOR2	-0.08950031625553359
7	NR4A2	-0.07842926304464447
8	RXRA	-0.06265304903541778
9	PPARG	-0.04979795578797186
10	PPARGC1A	-0.026697561958492204
11	RARB	-0.018575851393185898
12	JUN	-0.013038522196716822
13	EP300	-0.010418117496308442
14	HIF1A	0.005016193734677481
15	SMAD3	0.019459963203325097
16	SIRT1	0.02508832740768535
17	RELA	0.03176494760632851
18	RXRG	0.03465428894656301
19	NR2F6	0.059388873562140974
20	MYC	0.07098272608506308
21	HDAC1	0.07737450134895195
22	MDM2	0.0858506957118454
23	HIST1H4A	0.09008681843222223
24	PML	0.08776446376743272
25	NR1I2	0.08709578824397145
